pressure(bar),heat flux(kW/m2),mass fluxkg/(m2⋅s),sub cooling,fluid,channel dia(mm),flow/pool,d/dMax,t/tMax
1.08,207,497,10.3,water,13.33,flow,0.9979386071,0.7824267782
1.08,207,497,10.3,water,13.33,flow,0.9976772414,0.7866108787
1.08,207,497,10.3,water,13.33,flow,0.9974011093,0.7907949791
1.08,207,497,10.3,water,13.33,flow,0.9971102107,0.7949790795
1.08,207,497,10.3,water,13.33,flow,0.996805284,0.7991631799
1.08,207,497,10.3,water,13.33,flow,0.9964848526,0.8033472803
1.08,207,497,10.3,water,13.33,flow,0.9961511314,0.8075313808
1.08,207,497,10.3,water,13.33,flow,0.9958026438,0.8117154812
1.08,207,497,10.3,water,13.33,flow,0.9954401281,0.8158995816
1.08,207,497,10.3,water,13.33,flow,0.9950628459,0.820083682
1.08,207,497,10.3,water,13.33,flow,0.994672274,0.8242677824
1.08,207,497,10.3,water,13.33,flow,0.9942676739,0.8284518828
1.08,207,497,10.3,water,13.33,flow,0.9938497841,0.8326359833
1.08,207,497,10.3,water,13.33,flow,0.9934178662,0.8368200837
1.08,207,497,10.3,water,13.33,flow,0.9929726585,0.8410041841
1.08,207,497,10.3,water,13.33,flow,0.992514161,0.8451882845
1.08,207,497,10.3,water,13.33,flow,0.9920423737,0.8493723849
1.08,207,497,10.3,water,13.33,flow,0.9915565584,0.8535564854
1.08,207,497,10.3,water,13.33,flow,0.9910581915,0.8577405858
1.08,207,497,10.3,water,13.33,flow,0.9905472732,0.8619246862
1.08,207,497,10.3,water,13.33,flow,0.9900230652,0.8661087866
1.08,207,497,10.3,water,13.33,flow,0.9894855673,0.870292887
1.08,207,497,10.3,water,13.33,flow,0.988935518,0.8744769874
1.08,207,497,10.3,water,13.33,flow,0.9883729172,0.8786610879
1.08,207,497,10.3,water,13.33,flow,0.987797765,0.8828451883
1.08,207,497,10.3,water,13.33,flow,0.9872107996,0.8870292887
1.08,207,497,10.3,water,13.33,flow,0.9866105444,0.8912133891
1.08,207,497,10.3,water,13.33,flow,0.9859984761,0.8953974895
1.08,207,497,10.3,water,13.33,flow,0.9853738563,0.89958159
1.08,207,497,10.3,water,13.33,flow,0.9847374234,0.9037656904
1.08,207,497,10.3,water,13.33,flow,0.9840884391,0.9079497908
1.08,207,497,10.3,water,13.33,flow,0.9834283799,0.9121338912
1.08,207,497,10.3,water,13.33,flow,0.9827557692,0.9163179916
1.08,207,497,10.3,water,13.33,flow,0.9820713455,0.9205020921
1.08,207,497,10.3,water,13.33,flow,0.9813751085,0.9246861925
1.08,207,497,10.3,water,13.33,flow,0.9806677968,0.9288702929
1.08,207,497,10.3,water,13.33,flow,0.9799486719,0.9330543933
1.08,207,497,10.3,water,13.33,flow,0.9792177339,0.9372384937
1.08,207,497,10.3,water,13.33,flow,0.978475721,0.9414225941
1.08,207,497,10.3,water,13.33,flow,0.9777226334,0.9456066946
1.08,207,497,10.3,water,13.33,flow,0.9769577326,0.949790795
1.08,207,497,10.3,water,13.33,flow,0.9761824953,0.9539748954
1.08,207,497,10.3,water,13.33,flow,0.9753954449,0.9581589958
1.08,207,497,10.3,water,13.33,flow,0.9745973196,0.9623430962
1.08,207,497,10.3,water,13.33,flow,0.9737881195,0.9665271967
1.08,207,497,10.3,water,13.33,flow,0.972968583,0.9707112971
1.08,207,497,10.3,water,13.33,flow,0.9721379716,0.9748953975
1.08,207,497,10.3,water,13.33,flow,0.9712970237,0.9790794979
1.08,207,497,10.3,water,13.33,flow,0.970445001,0.9832635983
1.08,207,497,10.3,water,13.33,flow,0.9695819035,0.9874476987
1.08,207,497,10.3,water,13.33,flow,0.9687092078,0.9916317992
1.08,207,497,10.3,water,13.33,flow,0.9678254372,0.9958158996
1.08,207,497,10.3,water,13.33,flow,0.9669313302,1
1.13,269,489,16.4,water,13.33,flow,0.150391854,
1.13,269,489,16.4,water,13.33,flow,0.2090985659,0.008771929825
1.13,269,489,16.4,water,13.33,flow,0.2527203164,0.01315789474
1.13,269,489,16.4,water,13.33,flow,0.2885344473,0.01754385965
1.13,269,489,16.4,water,13.33,flow,0.3193585303,0.02192982456
1.13,269,489,16.4,water,13.33,flow,0.3466383651,0.02631578947
1.13,269,489,16.4,water,13.33,flow,0.3712320644,0.03070175439
1.13,269,489,16.4,water,13.33,flow,0.3936993659,0.0350877193
1.13,269,489,16.4,water,13.33,flow,0.4144285353,0.03947368421
1.13,269,489,16.4,water,13.33,flow,0.433703596,0.04385964912
1.13,269,489,16.4,water,13.33,flow,0.4517368101,0.04824561404
1.13,269,489,16.4,water,13.33,flow,0.4686951168,0.05263157895
1.13,269,489,16.4,water,13.33,flow,0.4847099525,0.05701754386
1.13,269,489,16.4,water,13.33,flow,0.4998885813,0.06140350877
1.13,269,489,16.4,water,13.33,flow,0.5143186273,0.06578947368
1.13,269,489,16.4,water,13.33,flow,0.5280748734,0.0701754386
1.13,269,489,16.4,water,13.33,flow,0.5412185053,0.07456140351
1.13,269,489,16.4,water,13.33,flow,0.5538031552,0.07894736842
1.13,269,489,16.4,water,13.33,flow,0.5658749013,0.08333333333
1.13,269,489,16.4,water,13.33,flow,0.5774745342,0.08771929825
1.13,269,489,16.4,water,13.33,flow,0.5886352907,0.09210526316
1.13,269,489,16.4,water,13.33,flow,0.599389652,0.09649122807
1.13,269,489,16.4,water,13.33,flow,0.6097648121,0.100877193
1.13,269,489,16.4,water,13.33,flow,0.619784943,0.1052631579
1.13,269,489,16.4,water,13.33,flow,0.6294719508,0.1096491228
1.13,269,489,16.4,water,13.33,flow,0.6388454755,0.1140350877
1.13,269,489,16.4,water,13.33,flow,0.6479244015,0.1184210526
1.13,269,489,16.4,water,13.33,flow,0.6567238364,0.1228070175
1.13,269,489,16.4,water,13.33,flow,0.665258888,0.1271929825
1.13,269,489,16.4,water,13.33,flow,0.6735439084,0.1315789474
1.13,269,489,16.4,water,13.33,flow,0.6815902284,0.1359649123
1.13,269,489,16.4,water,13.33,flow,0.689409934,0.1403508772
1.13,269,489,16.4,water,13.33,flow,0.6970136006,0.1447368421
1.13,269,489,16.4,water,13.33,flow,0.7044102928,0.149122807
1.13,269,489,16.4,water,13.33,flow,0.7116098305,0.1535087719
1.13,269,489,16.4,water,13.33,flow,0.718620523,0.1578947368
1.13,269,489,16.4,water,13.33,flow,0.7254499239,0.1622807018
1.13,269,489,16.4,water,13.33,flow,0.7321048318,0.1666666667
1.13,269,489,16.4,water,13.33,flow,0.7385935558,0.1710526316
1.13,269,489,16.4,water,13.33,flow,0.7449213837,0.1754385965
1.13,269,489,16.4,water,13.33,flow,0.7510943584,0.1798245614
1.13,269,489,16.4,water,13.33,flow,0.7571177677,0.1842105263
1.13,269,489,16.4,water,13.33,flow,0.7629984099,0.1885964912
1.13,269,489,16.4,water,13.33,flow,0.7687393066,0.1929824561
1.13,269,489,16.4,water,13.33,flow,0.7743465009,0.1973684211
1.13,269,489,16.4,water,13.33,flow,0.779824525,0.201754386
1.13,269,489,16.4,water,13.33,flow,0.7851764004,0.2061403509
1.13,269,489,16.4,water,13.33,flow,0.7904074148,0.2105263158
1.13,269,489,16.4,water,13.33,flow,0.7955205898,0.2149122807
1.13,269,489,16.4,water,13.33,flow,0.8005189468,0.2192982456
1.13,269,489,16.4,water,13.33,flow,0.8054077736,0.2236842105
1.13,269,489,16.4,water,13.33,flow,0.8101885809,0.2280701754
1.13,269,489,16.4,water,13.33,flow,0.8148643902,0.2324561404
1.13,269,489,16.4,water,13.33,flow,0.8194397338,0.2368421053
1.13,269,489,16.4,water,13.33,flow,0.8239161225,0.2412280702
1.13,269,489,16.4,water,13.33,flow,0.8282965777,0.2456140351
1.13,269,489,16.4,water,13.33,flow,0.8325833658,0.25
1.13,269,489,16.4,water,13.33,flow,0.836779508,0.2543859649
1.13,269,489,16.4,water,13.33,flow,0.8408872707,0.2587719298
1.13,269,489,16.4,water,13.33,flow,0.8449089199,0.2631578947
1.13,269,489,16.4,water,13.33,flow,0.8488459665,0.2675438596
1.13,269,489,16.4,water,13.33,flow,0.8527006764,0.2719298246
1.13,269,489,16.4,water,13.33,flow,0.856475316,0.2763157895
1.13,269,489,16.4,water,13.33,flow,0.860171396,0.2807017544
1.13,269,489,16.4,water,13.33,flow,0.8637919378,0.2850877193
1.13,269,489,16.4,water,13.33,flow,0.8673369415,0.2894736842
1.13,269,489,16.4,water,13.33,flow,0.8708094287,0.2938596491
1.13,269,489,16.4,water,13.33,flow,0.8742101546,0.298245614
1.13,269,489,16.4,water,13.33,flow,0.8775413854,0.3026315789
1.13,269,489,16.4,water,13.33,flow,0.880804632,0.3070175439
1.13,269,489,16.4,water,13.33,flow,0.8840006496,0.3114035088
1.13,269,489,16.4,water,13.33,flow,0.8871317045,0.3157894737
1.13,269,489,16.4,water,13.33,flow,0.8901985519,0.3201754386
1.13,269,489,16.4,water,13.33,flow,0.8932019474,0.3245614035
1.13,269,489,16.4,water,13.33,flow,0.8961449123,0.3289473684
1.13,269,489,16.4,water,13.33,flow,0.8990266914,0.3333333333
1.13,269,489,16.4,water,13.33,flow,0.9018503061,0.3377192982
1.13,269,489,16.4,water,13.33,flow,0.9046150011,0.3421052632
1.13,269,489,16.4,water,13.33,flow,0.9073237979,0.3464912281
1.13,269,489,16.4,water,13.33,flow,0.9099766965,0.350877193
1.13,269,489,16.4,water,13.33,flow,0.9125744523,0.3552631579
1.13,269,489,16.4,water,13.33,flow,0.915118576,0.3596491228
1.13,269,489,16.4,water,13.33,flow,0.9176105784,0.3640350877
1.13,269,489,16.4,water,13.33,flow,0.9200504595,0.3684210526
1.13,269,489,16.4,water,13.33,flow,0.92243973,0.3728070175
1.13,269,489,16.4,water,13.33,flow,0.9247783901,0.3771929825
1.13,269,489,16.4,water,13.33,flow,0.9270687057,0.3815789474
1.13,269,489,16.4,water,13.33,flow,0.9293106769,0.3859649123
1.13,269,489,16.4,water,13.33,flow,0.9315050592,0.3903508772
1.13,269,489,16.4,water,13.33,flow,0.9336526078,0.3947368421
1.13,269,489,16.4,water,13.33,flow,0.9357548335,0.399122807
1.13,269,489,16.4,water,13.33,flow,0.9378117364,0.4035087719
1.13,269,489,16.4,water,13.33,flow,0.9398240717,0.4078947368
1.13,269,489,16.4,water,13.33,flow,0.9417933504,0.4122807018
1.13,269,489,16.4,water,13.33,flow,0.9437195723,0.4166666667
1.13,269,489,16.4,water,13.33,flow,0.9456034929,0.4210526316
1.13,269,489,16.4,water,13.33,flow,0.9474451121,0.4254385965
1.13,269,489,16.4,water,13.33,flow,0.9492466962,0.4298245614
1.13,269,489,16.4,water,13.33,flow,0.9510074896,0.4342105263
1.13,269,489,16.4,water,13.33,flow,0.9527282479,0.4385964912
1.13,269,489,16.4,water,13.33,flow,0.9544104817,0.4429824561
1.13,269,489,16.4,water,13.33,flow,0.956054191,0.4473684211
1.13,269,489,16.4,water,13.33,flow,0.957659376,0.451754386
1.13,269,489,16.4,water,13.33,flow,0.9592275472,0.4561403509
1.13,269,489,16.4,water,13.33,flow,0.9607587048,0.4605263158
1.13,269,489,16.4,water,13.33,flow,0.9622536041,0.4649122807
1.13,269,489,16.4,water,13.33,flow,0.9637122451,0.4692982456
1.13,269,489,16.4,water,13.33,flow,0.9651361386,0.4736842105
1.13,269,489,16.4,water,13.33,flow,0.9665245291,0.4780701754
1.13,269,489,16.4,water,13.33,flow,0.9678789275,0.4824561404
1.13,269,489,16.4,water,13.33,flow,0.9691993338,0.4868421053
1.13,269,489,16.4,water,13.33,flow,0.9704865032,0.4912280702
1.13,269,489,16.4,water,13.33,flow,0.9717404359,0.4956140351
1.13,269,489,16.4,water,13.33,flow,0.9729618872,0.5
1.13,269,489,16.4,water,13.33,flow,0.9741508572,0.5043859649
1.13,269,489,16.4,water,13.33,flow,0.9753088565,0.5087719298
1.13,269,489,16.4,water,13.33,flow,0.9764351298,0.5131578947
1.13,269,489,16.4,water,13.33,flow,0.977529677,0.5175438596
1.13,269,489,16.4,water,13.33,flow,0.9785947645,0.5219298246
1.13,269,489,16.4,water,13.33,flow,0.9796296366,0.5263157895
1.13,269,489,16.4,water,13.33,flow,0.9806342935,0.5307017544
1.13,269,489,16.4,water,13.33,flow,0.9816094906,0.5350877193
1.13,269,489,16.4,water,13.33,flow,0.9825559832,0.5394736842
1.13,269,489,16.4,water,13.33,flow,0.9834737713,0.5438596491
1.13,269,489,16.4,water,13.33,flow,0.9843628549,0.548245614
1.13,269,489,16.4,water,13.33,flow,0.9852247448,0.5526315789
1.13,269,489,16.4,water,13.33,flow,0.9860579302,0.5570175439
1.13,269,489,16.4,water,13.33,flow,0.9868646772,0.5614035088
1.13,269,489,16.4,water,13.33,flow,0.9876434752,0.5657894737
1.13,269,489,16.4,water,13.33,flow,0.9883965902,0.5701754386
1.13,269,489,16.4,water,13.33,flow,0.9891225115,0.5745614035
1.13,269,489,16.4,water,13.33,flow,0.9898227498,0.5789473684
1.13,269,489,16.4,water,13.33,flow,0.9904973052,0.5833333333
1.13,269,489,16.4,water,13.33,flow,0.9911461776,0.5877192982
1.13,269,489,16.4,water,13.33,flow,0.991769367,0.5921052632
1.13,269,489,16.4,water,13.33,flow,0.9923683843,0.5964912281
1.13,269,489,16.4,water,13.33,flow,0.9929424739,0.600877193
1.13,269,489,16.4,water,13.33,flow,0.993491636,0.6052631579
1.13,269,489,16.4,water,13.33,flow,0.9940173813,0.6096491228
1.13,269,489,16.4,water,13.33,flow,0.9945189544,0.6140350877
1.13,269,489,16.4,water,13.33,flow,0.9949963553,0.6184210526
1.13,269,489,16.4,water,13.33,flow,0.9954510947,0.6228070175
1.13,269,489,16.4,water,13.33,flow,0.9958824174,0.6271929825
1.13,269,489,16.4,water,13.33,flow,0.9962910786,0.6315789474
1.13,269,489,16.4,water,13.33,flow,0.9966770783,0.6359649123
1.13,269,489,16.4,water,13.33,flow,0.9970404167,0.6403508772
1.13,269,489,16.4,water,13.33,flow,0.9973818489,0.6447368421
1.13,269,489,16.4,water,13.33,flow,0.9977013752,0.649122807
1.13,269,489,16.4,water,13.33,flow,0.9979989953,0.6535087719
1.13,269,489,16.4,water,13.33,flow,0.9982747095,0.6578947368
1.13,269,489,16.4,water,13.33,flow,0.9985300283,0.6622807018
1.13,269,489,16.4,water,13.33,flow,0.9987634411,0.6666666667
1.13,269,489,16.4,water,13.33,flow,0.9989764585,0.6710526316
1.13,269,489,16.4,water,13.33,flow,0.9991683254,0.6754385965
1.13,269,489,16.4,water,13.33,flow,0.9993405523,0.6798245614
1.13,269,489,16.4,water,13.33,flow,0.9994916285,0.6842105263
1.13,269,489,16.4,water,13.33,flow,0.9996230648,0.6885964912
1.13,269,489,16.4,water,13.33,flow,0.9997348612,0.6929824561
1.13,269,489,16.4,water,13.33,flow,0.9998262623,0.6973684211
1.13,269,489,16.4,water,13.33,flow,0.9998987789,0.701754386
1.13,269,489,16.4,water,13.33,flow,0.9999516556,0.7061403509
1.13,269,489,16.4,water,13.33,flow,0.9999848924,0.7105263158
1.13,269,489,16.4,water,13.33,flow,1,0.7149122807
1.13,269,489,16.4,water,13.33,flow,0.9999954677,0.7192982456
1.13,269,489,16.4,water,13.33,flow,0.9999728063,0.7236842105
1.13,269,489,16.4,water,13.33,flow,0.9999320157,0.7280701754
1.13,269,489,16.4,water,13.33,flow,0.9998723406,0.7324561404
1.13,269,489,16.4,water,13.33,flow,0.9997952917,0.7368421053
1.13,269,489,16.4,water,13.33,flow,0.9996993583,0.7412280702
1.13,269,489,16.4,water,13.33,flow,0.9995860511,0.7456140351
1.13,269,489,16.4,water,13.33,flow,0.9994553702,0.75
1.13,269,489,16.4,water,13.33,flow,0.9993065601,0.7543859649
1.13,269,489,16.4,water,13.33,flow,0.9991411316,0.7587719298
1.13,269,489,16.4,water,13.33,flow,0.998957574,0.7631578947
1.13,269,489,16.4,water,13.33,flow,0.998757398,0.7675438596
1.13,269,489,16.4,water,13.33,flow,0.9985406036,0.7719298246
1.13,269,489,16.4,water,13.33,flow,0.9983071909,0.7763157895
1.13,269,489,16.4,water,13.33,flow,0.9980564043,0.7807017544
1.13,269,489,16.4,water,13.33,flow,0.9977897548,0.7850877193
1.13,269,489,16.4,water,13.33,flow,0.9975064868,0.7894736842
1.13,269,489,16.4,water,13.33,flow,0.9972073559,0.7938596491
1.13,269,489,16.4,water,13.33,flow,0.9968916066,0.798245614
1.13,269,489,16.4,water,13.33,flow,0.9965607496,0.8026315789
1.13,269,489,16.4,water,13.33,flow,0.9962132743,0.8070175439
1.13,269,489,16.4,water,13.33,flow,0.9958506914,0.8114035088
1.13,269,489,16.4,water,13.33,flow,0.9954722454,0.8157894737
1.13,269,489,16.4,water,13.33,flow,0.9950779364,0.8201754386
1.13,269,489,16.4,water,13.33,flow,0.9946692752,0.8245614035
1.13,269,489,16.4,water,13.33,flow,0.994244751,0.8289473684
1.13,269,489,16.4,water,13.33,flow,0.9938051192,0.8333333333
1.13,269,489,16.4,water,13.33,flow,0.9933511351,0.8377192982
1.13,269,489,16.4,water,13.33,flow,0.9928820435,0.8421052632
1.13,269,489,16.4,water,13.33,flow,0.9923978441,0.8464912281
1.13,269,489,16.4,water,13.33,flow,0.9918992926,0.850877193
1.13,269,489,16.4,water,13.33,flow,0.9913863888,0.8552631579
1.13,269,489,16.4,water,13.33,flow,0.9908591327,0.8596491228
1.13,269,489,16.4,water,13.33,flow,0.9903175245,0.8640350877
1.13,269,489,16.4,water,13.33,flow,0.9897623193,0.8684210526
1.13,269,489,16.4,water,13.33,flow,0.9891920066,0.8728070175
1.13,269,489,16.4,water,13.33,flow,0.9886088523,0.8771929825
1.13,269,489,16.4,water,13.33,flow,0.9880113458,0.8815789474
1.13,269,489,16.4,water,13.33,flow,0.9873994871,0.8859649123
1.13,269,489,16.4,water,13.33,flow,0.9867747869,0.8903508772
1.13,269,489,16.4,water,13.33,flow,0.9861364898,0.8947368421
1.13,269,489,16.4,water,13.33,flow,0.9854845959,0.899122807
1.13,269,489,16.4,water,13.33,flow,0.9848191051,0.9035087719
1.13,269,489,16.4,water,13.33,flow,0.9841407728,0.9078947368
1.13,269,489,16.4,water,13.33,flow,0.9834495991,0.9122807018
1.13,269,489,16.4,water,13.33,flow,0.9827448285,0.9166666667
1.13,269,489,16.4,water,13.33,flow,0.9820272164,0.9210526316
1.13,269,489,16.4,water,13.33,flow,0.9812967628,0.9254385965
1.13,269,489,16.4,water,13.33,flow,0.9805534678,0.9298245614
1.13,269,489,16.4,water,13.33,flow,0.9797980866,0.9342105263
1.13,269,489,16.4,water,13.33,flow,0.979029864,0.9385964912
1.13,269,489,16.4,water,13.33,flow,0.9782487999,0.9429824561
1.13,269,489,16.4,water,13.33,flow,0.9774548943,0.9473684211
1.13,269,489,16.4,water,13.33,flow,0.976649658,0.951754386
1.13,269,489,16.4,water,13.33,flow,0.9758315802,0.9561403509
1.13,269,489,16.4,water,13.33,flow,0.9750014163,0.9605263158
1.13,269,489,16.4,water,13.33,flow,0.9741591664,0.9649122807
1.13,269,489,16.4,water,13.33,flow,0.9733055857,0.9692982456
1.13,269,489,16.4,water,13.33,flow,0.9724391635,0.9736842105
1.13,269,489,16.4,water,13.33,flow,0.9715614106,0.9780701754
1.13,269,489,16.4,water,13.33,flow,0.9706715716,0.9824561404
1.13,269,489,16.4,water,13.33,flow,0.9697704019,0.9868421053
1.13,269,489,16.4,water,13.33,flow,0.9688579015,0.9912280702
1.13,269,489,16.4,water,13.33,flow,0.967933315,0.9956140351
1.13,269,489,16.4,water,13.33,flow,0.9669973977,1
1.1,312,484,17.9,water,13.33,flow,0.1244370897,0.002958579882
1.1,312,484,17.9,water,13.33,flow,0.173559803,0.005917159763
1.1,312,484,17.9,water,13.33,flow,0.2102918164,0.008875739645
1.1,312,484,17.9,water,13.33,flow,0.2406093677,0.01183431953
1.1,312,484,17.9,water,13.33,flow,0.2668283421,0.01479289941
1.1,312,484,17.9,water,13.33,flow,0.2901349247,0.01775147929
1.1,312,484,17.9,water,13.33,flow,0.3112361092,0.02071005917
1.1,312,484,17.9,water,13.33,flow,0.3305899828,0.02366863905
1.1,312,484,17.9,water,13.33,flow,0.3485162134,0.02662721893
1.1,312,484,17.9,water,13.33,flow,0.3652481895,0.02958579882
1.1,312,484,17.9,water,13.33,flow,0.3809597113,0.0325443787
1.1,312,484,17.9,water,13.33,flow,0.3957879565,0.03550295858
1.1,312,484,17.9,water,13.33,flow,0.4098415502,0.03846153846
1.1,312,484,17.9,water,13.33,flow,0.4232086339,0.04142011834
1.1,312,484,17.9,water,13.33,flow,0.4359605896,0.04437869822
1.1,312,484,17.9,water,13.33,flow,0.4481582474,0.04733727811
1.1,312,484,17.9,water,13.33,flow,0.4598537473,0.05029585799
1.1,312,484,17.9,water,13.33,flow,0.4710892978,0.05325443787
1.1,312,484,17.9,water,13.33,flow,0.481904004,0.05621301775
1.1,312,484,17.9,water,13.33,flow,0.4923307638,0.05917159763
1.1,312,484,17.9,water,13.33,flow,0.5023975092,0.06213017751
1.1,312,484,17.9,water,13.33,flow,0.5121296896,0.0650887574
1.1,312,484,17.9,water,13.33,flow,0.5215502713,0.06804733728
1.1,312,484,17.9,water,13.33,flow,0.5306797381,0.07100591716
1.1,312,484,17.9,water,13.33,flow,0.5395354698,0.07396449704
1.1,312,484,17.9,water,13.33,flow,0.548133605,0.07692307692
1.1,312,484,17.9,water,13.33,flow,0.5564896617,0.0798816568
1.1,312,484,17.9,water,13.33,flow,0.564616054,0.08284023669
1.1,312,484,17.9,water,13.33,flow,0.5725258171,0.08579881657
1.1,312,484,17.9,water,13.33,flow,0.5802295029,0.08875739645
1.1,312,484,17.9,water,13.33,flow,0.5877370431,0.09171597633
1.1,312,484,17.9,water,13.33,flow,0.5950589896,0.09467455621
1.1,312,484,17.9,water,13.33,flow,0.6022034118,0.09763313609
1.1,312,484,17.9,water,13.33,flow,0.6091777583,0.100591716
1.1,312,484,17.9,water,13.33,flow,0.6159900984,0.1035502959
1.1,312,484,17.9,water,13.33,flow,0.6226472598,0.1065088757
1.1,312,484,17.9,water,13.33,flow,0.6291554498,0.1094674556
1.1,312,484,17.9,water,13.33,flow,0.6355208756,0.1124260355
1.1,312,484,17.9,water,13.33,flow,0.6417485027,0.1153846154
1.1,312,484,17.9,water,13.33,flow,0.6478445384,0.1183431953
1.1,312,484,17.9,water,13.33,flow,0.6538139483,0.1213017751
1.1,312,484,17.9,water,13.33,flow,0.6596604568,0.124260355
1.1,312,484,17.9,water,13.33,flow,0.6653890296,0.1272189349
1.1,312,484,17.9,water,13.33,flow,0.671003391,0.1301775148
1.1,312,484,17.9,water,13.33,flow,0.6765078859,0.1331360947
1.1,312,484,17.9,water,13.33,flow,0.6819056179,0.1360946746
1.1,312,484,17.9,water,13.33,flow,0.6872003114,0.1390532544
1.1,312,484,17.9,water,13.33,flow,0.6923950698,0.1420118343
1.1,312,484,17.9,water,13.33,flow,0.6974936175,0.1449704142
1.1,312,484,17.9,water,13.33,flow,0.7024984374,0.1479289941
